1,452531000,461737000,470929000,480103000,489255000,498373000,507441000,516452000,525394000,534259000,543035000,551712000,560280000,568731000,577058000,585245000,593285000,601168000,608884000,616424000,623779000,630943000,637907000,644672000,651228000
1,9.19205209232499E-03,9.58706790310548E-03,9.97388275260619E-03,0.010352621239995,1.07234621647354E-02,1.10864551950484E-02,1.14417427326282E-02,1.17893986168205E-02,1.21295488599862E-02,1.24623113755308E-02,1.27878561431056E-02,1.31064137018609E-02,1.34183089979689E-02,1.37238397491836E-02,1.40233575707081E-02,1.43170948968896E-02,1.46052431826379E-02,1.48880747850993E-02,1.51657792737552E-02,1.54386087697953E-02,1.57067293628182E-02,1.59703481998465E-02,1.62296707341577E-02,1.64848945010971E-02,1.67361743620619E-02
1,0.331383099077324,0.330643182953564,0.329904918923322,0.329168303297786,0.328433332396376,0.327700002546733,0.326968310084698,0.326238251354293,0.3255098227077,0.324783020505251,0.324057841115401,0.323334280914716,0.322612336287849,0.321892003627529,0.321173279334538,0.320456159817694,0.319740641493834,0.319026720787795,0.318314394132396,0.317603657968424,0.316894508744609,0.316186942917613,0.315480956952008,0.314776547320261,0.314073710502715
1,0.445073063811679,0.44555375720024,0.446034969753299,0.446516702031571,0.446998954596376,0.44748172800964,0.447965022833896,0.448448839632285,0.448933178968557,0.449418041407069,0.449903427512789,0.450389337851295,0.450875772988774,0.451362733492026,0.451850219928465,0.452338232866115,0.452826772873614,0.453315840520214,0.453805436375784,0.454295561010806,0.454786214996379,0.45527739890422,0.45576911330666,0.456261358776652,0.456754135887766
1,0.223543837110996,0.223803059846195,0.224060111323378,0.224314994670643,0.224567713007249,0.224818269443627,0.225066667081406,0.225312909013422,0.225556998323742,0.225798938087679,0.226038731371809,0.22627638123399,0.226511890723377,0.226745262880444,0.226976500736996,0.227205607316191,0.227432585632552,0.227657438691991,0.227880169491819,0.22810078102077,0.228319276259012,0.228535658178168,0.228749929741332,0.228962093903087,0.229172153609518
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
